id,kind,deck,model,prompt,review,review_notes,confidence
sw-shrimp,prey,food-sw,fal-ai/nano-banana-2,"Scientific natural-history illustration, ink line and soft watercolor wash on plain cream paper, accurate anatomy, no text, no labels. A small coastal shrimp, a single live animal in strict left side view underwater, about 6 cm long. Translucent tan and olive body faintly speckled and showing the gut as a dark line: a smooth carapace covering the head and thorax, a toothed spear-like rostrum projecting forward over the head between two dark eyes on short stalks, two pairs of antennae — a short forked pair and a pair of very long whip-like antennae trailing back past the tail — five pairs of jointed walking legs beneath the thorax with the front pairs tipped by tiny pincers, a segmented abdomen arching over the back in six visible plates, five pairs of small feathery swimmerets in a row beneath it, and at the rear a pointed central telson flanked by a pair of flat uropods forming a spread fan-shaped tail. It is a crustacean, a shrimp with a jointed shell, long antennae and a fan tail — not an insect, not a prawn cocktail, not a crayfish, not a fly-tying pattern.",minor,"""Scientific entomological illustration"" — a shrimp is a crustacean, not an insect; house style here should be 'Scientific natural-history illustration' | ""A Shrimp"" with no species or family — penaeid shrimp (the common Gulf/Atlantic fly prey) and caridean grass shrimp differ in body curve, rostrum and claw arrangement, so an unnamed shrimp gives the model nothing to anchor on | ""kicks backward"" is behaviour rather than anatomy; without the tail fan being described it cannot be drawn | ""Accurate anatomy."" is asserted while every count — legs, swimmerets, antennae — is absent",medium
sw-crab,prey,food-sw,fal-ai/nano-banana-2,"Scientific natural-history illustration, ink line and soft watercolor wash on plain cream paper, accurate anatomy, no text, no labels. A small coastal crab, a single live animal viewed from directly above (dorsal view), carapace about 4 cm across. A broad, smooth, oval carapace wider than it is long, mottled olive and tan with small teeth along its front-side margins; two short eyestalks set in notches at the front edge with two pairs of small antennae between them; and exactly TEN legs — five pairs — arranged symmetrically, the front pair being stout claws with toothed pincers held forward, followed by four pairs of jointed pointed walking legs, two pairs on each side, with the hindmost pair flattened into swimming paddles. The small triangular abdominal flap is folded flat forward underneath the body and hidden from above. It is a crustacean, a true crab with a hard shell, ten legs and two claws — not a spider, not an insect, not a horseshoe crab, not a fly-tying pattern.",minor,"""side view underwater"" directly conflicts with ""Round or oval carapace"" — a crab's carapace outline and its leg arrangement are only visible from above; a strict side view of a crab is a thin edge-on sliver and hides everything the note asks for | ""Scientific entomological illustration"" — a crab is a crustacean, not an insect; house style here should be 'Scientific natural-history illustration' | ""claws up, scuttles sideways and dives to bottom"" is behaviour, not anatomy, and 'claws up' describes a defensive posture rather than an identifying feature | ""Accurate anatomy."" is asserted while no ",medium
sw-palolo,prey,food-sw,fal-ai/nano-banana-2,"Scientific natural-history illustration, ink line and soft watercolor wash on plain cream paper, accurate anatomy, no text, no labels. An Atlantic palolo worm (Eunice furcata), the detached swimming reproductive section called the epitoke, a single animal in side view undulating just below the surface, about 8 cm long. A long, slender, soft-bodied annelid worm divided into many dozens of short close-set ring-like segments, its body held in shallow S-curves; every single segment bears a small paddle-shaped appendage on each side tipped with a tuft of fine bristles, so both edges of the worm show a continuous even fringe; the body tapers to a blunt end at each extremity. Translucent orange-red to reddish-brown, darker along the gut line, paler toward the tail. It is a segmented marine bristle worm — not a caterpillar, not an eel, not a centipede, not a strand of yarn, not a fly-tying pattern.",minor,"""Scientific entomological illustration"" — a polychaete is an annelid worm, not an insect; house style here should be 'Scientific natural-history illustration' | ""spring full-moon hatch"" — sources disagree and none support a flat 'spring full moon': Britannica puts the Atlantic swarm at the last quarter of the June-July moon, and Keys Weekly at the late-May full moon and the early-June new moon. The moon phase is not a visual feature in any case | ""swims near surface"" is behaviour standing in for anatomy; the prompt gives no body detail beyond 'segmented' | ""Accurate anatomy."" is asserted while",medium
sw-squid,prey,food-sw,fal-ai/nano-banana-2,"Scientific natural-history illustration, ink line and soft watercolor wash on plain cream paper, accurate anatomy, no text, no labels. A longfin inshore squid (Doryteuthis pealeii), a single live animal in side view underwater, mantle about 15 cm long. A long torpedo-shaped mantle tapering to a point at the rear, with a pair of long triangular fins running along the sides of roughly the rear half of the mantle; a short head in front of the mantle opening carrying one large round eye on each side and a short funnel projecting beneath; and at the front, exactly TEN appendages — EIGHT arms of moderate length lined with two rows of small suckers, plus TWO noticeably LONGER tentacles that are slender along most of their length and widen into a sucker-covered club at the tip. A small dark horny beak sits hidden at the centre of the arm crown. Translucent pinkish-white flesh dusted all over with fine red-brown speckles. It is a squid, a cephalopod with a pointed mantle, rear fins, eight arms and two longer tentacles — not an octopus, not a cuttlefish, not a fish, not a fly-tying pattern.",minor,"""Scientific entomological illustration"" — a squid is a cephalopod mollusc, not an insect; house style here should be 'Scientific natural-history illustration' | ""jets backward"" is behaviour used in place of the funnel/siphon that produces it | ""Accurate anatomy."" is asserted while the prompt gives no arm count and no tentacle count — for a squid this is the single most important number and its absence is what produces octopus-like or ten-identical-arm results",high
sw-needlefish,prey,food-sw,fal-ai/nano-banana-2,"Scientific natural-history illustration, ink line and soft watercolor wash on plain cream paper, accurate anatomy, no text, no labels. A ballyhoo halfbeak (Hemiramphus brasiliensis), a single live fish in strict left side view underwater, about 28 cm long. Extremely long, slender, nearly cylindrical body; the head bears ONE elongated jaw only — a long thin needle-like LOWER jaw projecting far forward, tipped bright orange-red, while the UPPER jaw is a short triangular flap no longer than the eye — with a large round eye just behind it. A single small soft dorsal fin set far back on the body almost directly above the small anal fin, small pectoral fins high on the side behind the gill cover, small pelvic fins far back on the belly, and a deeply forked tail whose LOWER lobe is distinctly longer than the upper. Dark blue-green back with a bright silver lateral stripe along the flank and a white belly. It is a halfbeak, a slender surface-dwelling bony fish with only its lower jaw drawn out into a beak — not a needlefish with two long jaws, not a gar, not a garfish, not an eel, not a fly-tying pattern.",wrong,"""A Needlefish / Ballyhoo"" — two fish from different families with directly contradictory head anatomy, offered as one subject; the model must produce a chimera or pick one at random | ""beak-like jaw"" (singular) — ambiguous exactly where the two candidates differ: a needlefish has two elongated jaws, a ballyhoo has one | ""Scientific entomological illustration"" — this is a fish; house style for fish is 'Scientific natural-history illustration' | ""skims surface"" is behaviour, not anatomy | ""Accurate anatomy."" is asserted while no fins, tail or colour are specified",high
sw-mud-minnow,prey,food-sw,fal-ai/nano-banana-2,"Scientific natural-history illustration, ink line and soft watercolor wash on plain cream paper, accurate anatomy, no text, no labels. A mummichog or marsh mud minnow (Fundulus heteroclitus), a single live male fish in strict left side view underwater, about 9 cm long. Thick-set but elongate body with a blunt rounded snout, a small upturned mouth whose lower jaw protrudes when closed, a large round eye, and a notably deep muscular tail base. A single small soft dorsal fin set far back on the body close to the tail, a matching anal fin beneath it, rounded pectoral fins behind the gill cover, small pelvic fins on the belly, and a plainly ROUNDED tail with no fork. Dark olive-green back shading to steel-blue sides crossed by about fifteen thin wavy silvery-white vertical bars, with a yellow-orange belly and a small dark eyespot near the rear edge of the dorsal fin. It is a small stout-bodied bony fish with scales, fins and a rounded tail — not a tadpole, not a true mudminnow of the freshwater genus Umbra, not an eel, not a fly-tying pattern.",minor,"""Scientific entomological illustration"" — this is a fish; house style for fish is 'Scientific natural-history illustration' | ""Mud Minnow / Killifish"" — 'mudminnow' is the accepted common name of the freshwater genus Umbra, a different family entirely; in a saltwater context the species should be named as the mummichog, Fundulus heteroclitus | ""Stubby, olive-brown"" — the source describes it as ""elongate but thick"" rather than stubby, and olive-green on the back with steel-blue sides rather than uniformly olive-brown | ""Accurate anatomy."" is asserted while no fins beyond the tail are specified",high
sw-bay-anchovy,prey,food-sw,fal-ai/nano-banana-2,"Scientific natural-history illustration, ink line and soft watercolor wash on plain cream paper, accurate anatomy, no text, no labels. A bay anchovy (Anchoa mitchilli), a single live fish in strict left side view underwater, about 6 cm long. Very slender, slightly side-compressed, half-translucent body with a pale greenish-olive back finely peppered with dark dots, a narrow silvery stripe along each flank and a white belly. Large round eye set well forward on a short blunt snout that projects slightly over an enormous mouth, the upper jawbone running back almost as far as the gill opening. One single small soft dorsal fin set at mid-back directly above the front of a long low anal fin, small pectoral fins low behind the gill cover, tiny pelvic fins, and a forked tail. It is a small slender silvery-green marine bony fish with scales, fins and a forked tail — not a freshwater minnow, not a larva, not a worm, not a fly-tying pattern.",minor,"""Scientific entomological illustration"" — this is a fish; house style for fish is 'Scientific natural-history illustration' | ""the NC fall albie bait"" is angling context inside the visual description and gives the illustrator nothing | ""Accurate anatomy."" is asserted while the one diagnostic feature — the enormous mouth with the maxilla reaching almost to the gill opening — is absent | ""minnow"" — a bay anchovy is an engraulid, not a minnow (Cyprinidae); the word may steer the model toward a freshwater shiner",medium
sw-finger-mullet,prey,food-sw,fal-ai/nano-banana-2,"Scientific natural-history illustration, ink line and soft watercolor wash on plain cream paper, accurate anatomy, no text, no labels. A juvenile striped mullet, a 'finger mullet' (Mugil cephalus), a single live fish in strict left side view underwater, about 10 cm long. Stout, nearly cylindrical, only slightly side-compressed body with a broad flattened head, a small blunt terminal mouth with a thin upper lip, and a large round eye. Two clearly SEPARATE dorsal fins — a small triangular spiny one near the middle of the back, then a gap, then a soft-rayed second dorsal further back — with small pectoral fins set high behind the gill cover, pelvic fins on the belly, a short anal fin, and a forked tail. Large silvery scales; dark olive-green back shading to bright silver flanks and a white belly, with six or seven faint dark horizontal stripes running along the rows of scales, and no visible lateral line. It is one small silvery bony fish with scales and fins — not a school of fish, not a menhaden, not an eel, not a fly-tying pattern.",minor,"""Scientific entomological illustration"" — this is a fish; house style for fish is 'Scientific natural-history illustration' | ""Small mullet pouring out of the marsh in the fall run"" is the whole description — it is angling narrative, not anatomy, and 'pouring out' invites a picture of a school rather than one specimen | ""Accurate anatomy."" is asserted while the prompt names not one anatomical feature: no fins, no head shape, no colour, no tail",high
parachute-adams,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Parachute Adams"". Standard straight-eye dry-fly hook, size 12-22. From the eye back: a small bare thread head; a single upright post of white calf body hair (white poly yarn is equally standard) standing vertically about one hook-shank tall, with one grizzly and one brown hackle wound horizontally in flat turns around the base of that post so the hackle fibres radiate outward parallel to the shank; a slim tapered body of gray Adams-gray muskrat or superfine dubbing covering the rear two-thirds of the shank; a tail of mixed grizzly and brown hackle fibres (moose body hair in some recipes) about one shank length, tied straight back over the bend. There is NO collar hackle standing up around the shank — every hackle turn is horizontal around the post. Hook rides point-down: hook point facing DOWN, post and all materials on top of the shank, on the opposite side from the point. Only one fly, hook bend and point clearly visible.",minor,"Tail material is stated as a certainty: 'a tail of mixed grizzly and brown hackle fibers'. Sources split — the RiverKeeper/Kreft pattern sheet says moose body hair, the traditional Adams tail is mixed brown and grizzly hackle fibres. Both are standard; the prompt should allow either rather than assert one. | 'a white calf-hair post' is asserted where sources also commonly specify white poly yarn or a white turkey flat — a range, not a single answer.",high
parachute-adams-gray,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Parachute Adams"" in the Gray (standard) colour variant. Standard straight-eye dry-fly hook, size 12-22. From the eye back: a small bare thread head; a single upright post of white calf body hair (white poly yarn is equally standard) standing vertically about one hook-shank tall, with one grizzly and one brown hackle wound horizontally in flat turns around the base of that post so the hackle fibres radiate outward parallel to the shank; a slim tapered body of gray Adams-gray muskrat or superfine dubbing covering the rear two-thirds of the shank; a tail of mixed grizzly and brown hackle fibres (moose body hair in some recipes) about one shank length, tied straight back over the bend. There is NO collar hackle standing up around the shank — every hackle turn is horizontal around the post. Hook rides point-down: hook point facing DOWN, post and all materials on top of the shank, on the opposite side from the point. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Gray (standard) version — Gray body, white post. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Everything mayfly)",rebuilt-from-corrected-base,Construction inherited from corrected base `parachute-adams`.,high
parachute-adams-purple,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Parachute Adams"" in the Purple Haze colour variant. Standard straight-eye dry-fly hook, size 12-22. From the eye back: a small bare thread head; a single upright post of white calf body hair (white poly yarn is equally standard) standing vertically about one hook-shank tall, with one grizzly and one brown hackle wound horizontally in flat turns around the base of that post so the hackle fibres radiate outward parallel to the shank; a slim tapered body of gray Adams-gray muskrat or superfine dubbing covering the rear two-thirds of the shank; a tail of mixed grizzly and brown hackle fibres (moose body hair in some recipes) about one shank length, tied straight back over the bend. There is NO collar hackle standing up around the shank — every hackle turn is horizontal around the post. Hook rides point-down: hook point facing DOWN, post and all materials on top of the shank, on the opposite side from the point. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Purple Haze version — Purple body. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Attractor, western rivers)",rebuilt-from-corrected-base,Construction inherited from corrected base `parachute-adams`.,high
parachute-adams-olive,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Parachute Adams"" in the Olive colour variant. Standard straight-eye dry-fly hook, size 12-22. From the eye back: a small bare thread head; a single upright post of white calf body hair (white poly yarn is equally standard) standing vertically about one hook-shank tall, with one grizzly and one brown hackle wound horizontally in flat turns around the base of that post so the hackle fibres radiate outward parallel to the shank; a slim tapered body of gray Adams-gray muskrat or superfine dubbing covering the rear two-thirds of the shank; a tail of mixed grizzly and brown hackle fibres (moose body hair in some recipes) about one shank length, tied straight back over the bend. There is NO collar hackle standing up around the shank — every hackle turn is horizontal around the post. Hook rides point-down: hook point facing DOWN, post and all materials on top of the shank, on the opposite side from the point. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Olive version — Olive body. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: BWO, PMD)",rebuilt-from-corrected-base,Construction inherited from corrected base `parachute-adams`.,high
bwo-comparadun,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""BWO Comparadun"". Standard straight dry-fly hook, size 16-22. From the eye back: a small thread head; a single wing of dun-dyed grey deer hair tied upright about one-third of the shank back from the eye and flared into a flat 180-degree semicircle spanning side to side across the TOP of the shank only, wing length equal to the hook length; NO hackle anywhere on the fly; a slim tapered light-olive dubbed abdomen running to the bend; two dun Microfibett tails split widely apart into a V of outriggers, about one and a half hook lengths long, lying in the horizontal plane. Hook rides point-down: hook point facing DOWN, the deer-hair wing on top of the shank on the opposite side from the point. Only one fly, hook bend and point clearly visible.",minor,"'a fan of natural deer hair' — the BWO version is specified with dun-dyed (grey) deer hair in the written recipe. Natural deer is used on tan/cream comparaduns; sources do vary, but 'natural' as the default colour for a BWO is not what the recipe says. | 'flared 180 degrees over the top of the thorax' understates where the wing sits — it is tied about one-third of the shank back from the eye, and the 180-degree fan is a flat semicircle spanning the TOP half only, side to side above the shank. 'over the top of the thorax' can read as a wing lying back over the body.",high
pmd-comparadun,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""PMD Comparadun"". Standard straight dry-fly hook, size 14-18. From the eye back: a small thread head; a single wing of natural light tan coastal deer hair tied upright about one-third of the shank back from the eye and flared into a flat 180-degree semicircle spanning side to side across the TOP of the shank only, wing length equal to the hook length; NO hackle anywhere on the fly; a slim tapered pale yellow to pale yellowish-olive dubbed body running to the bend; two pale dun Microfibett tails split widely apart into a V of outriggers, about one and a half hook lengths long. Hook rides point-down: hook point facing DOWN, the deer-hair wing on top of the shank on the opposite side from the point. Only one fly, hook bend and point clearly visible.",minor,"'Deer-hair wing fanned 180 degrees upright over the thorax' — same wording problem as the BWO: the wing sits about a third back from the eye and fans side to side across the top of the shank, it does not lie over the thorax.",medium
sparkle-dun,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Sparkle Dun"". Standard straight dry-fly hook (TMC 100), size 14-22. From the eye back: a small thread head; a single wing of bleached coastal deer hair tied upright about one-third of the shank back from the eye and flared into a flat 180-degree semicircle spanning side to side across the TOP of the shank only, wing height equal to one hook-shank length; NO hackle anywhere on the fly; a slim tapered pale yellow superfine dubbed body running to the bend; and in place of any tail, a trailing shuck of rusty brown or amber crinkled Z-Lon yarn tied in at the bend, equal in length to the hook shank, with ragged uneven cut ends. There are no split tails — the shuck is the only thing trailing behind the bend. Hook rides point-down: hook point facing DOWN, the deer-hair wing on top of the shank on the opposite side from the point. Only one fly, hook bend and point clearly visible.",minor,"'a short trailing shuck of brown Z-lon yarn off the bend' — the shuck is not short: Charlie's Fly Box specifies it 'equal in length to the hook shank', with irregular, ragged cut ends. 'Short' will produce a stub. | Shuck colour is given as a single value 'brown'. Sources give a range: rusty brown Z-Lon/Darlon (Charlie's Fly Box) or amber/gold crinkled Zelon (Blue Ribbon Flies / RiverKeeper).",high
sparkle-dun-olive,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Sparkle Dun"" in the Olive colour variant. Standard straight dry-fly hook (TMC 100), size 14-22. From the eye back: a small thread head; a single wing of bleached coastal deer hair tied upright about one-third of the shank back from the eye and flared into a flat 180-degree semicircle spanning side to side across the TOP of the shank only, wing height equal to one hook-shank length; NO hackle anywhere on the fly; a slim tapered pale yellow superfine dubbed body running to the bend; and in place of any tail, a trailing shuck of rusty brown or amber crinkled Z-Lon yarn tied in at the bend, equal in length to the hook shank, with ragged uneven cut ends. There are no split tails — the shuck is the only thing trailing behind the bend. Hook rides point-down: hook point facing DOWN, the deer-hair wing on top of the shank on the opposite side from the point. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Olive version — Olive body. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: BWO)",rebuilt-from-corrected-base,Construction inherited from corrected base `sparkle-dun`.,high
sparkle-dun-pmd,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Sparkle Dun"" in the PMD yellow colour variant. Standard straight dry-fly hook (TMC 100), size 14-22. From the eye back: a small thread head; a single wing of bleached coastal deer hair tied upright about one-third of the shank back from the eye and flared into a flat 180-degree semicircle spanning side to side across the TOP of the shank only, wing height equal to one hook-shank length; NO hackle anywhere on the fly; a slim tapered pale yellow superfine dubbed body running to the bend; and in place of any tail, a trailing shuck of rusty brown or amber crinkled Z-Lon yarn tied in at the bend, equal in length to the hook shank, with ragged uneven cut ends. There are no split tails — the shuck is the only thing trailing behind the bend. Hook rides point-down: hook point facing DOWN, the deer-hair wing on top of the shank on the opposite side from the point. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the PMD yellow version — Pale yellow. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: PMD, sulphur)",rebuilt-from-corrected-base,Construction inherited from corrected base `sparkle-dun`.,high
sparkle-dun-callibaetis,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Sparkle Dun"" in the Callibaetis gray colour variant. Standard straight dry-fly hook (TMC 100), size 14-22. From the eye back: a small thread head; a single wing of bleached coastal deer hair tied upright about one-third of the shank back from the eye and flared into a flat 180-degree semicircle spanning side to side across the TOP of the shank only, wing height equal to one hook-shank length; NO hackle anywhere on the fly; a slim tapered pale yellow superfine dubbed body running to the bend; and in place of any tail, a trailing shuck of rusty brown or amber crinkled Z-Lon yarn tied in at the bend, equal in length to the hook shank, with ragged uneven cut ends. There are no split tails — the shuck is the only thing trailing behind the bend. Hook rides point-down: hook point facing DOWN, the deer-hair wing on top of the shank on the opposite side from the point. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Callibaetis gray version — Gray-tan body. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Callibaetis)",rebuilt-from-corrected-base,Construction inherited from corrected base `sparkle-dun`.,high
hendrickson-dry,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Light Hendrickson"", Art Flick's classic Catskill-style dry fly. Standard straight dry-fly hook (Mustad 94840), size 12-14. From the eye back: a short length of bare thread-wrapped shank behind the eye; two upright, divided wings of barred lemon wood-duck flank fibres, wing height equal to the hook shank; a sparse collar of stiff blue-dun rooster hackle wound BOTH in front of and behind the base of the wings; a very slim, slightly tapered body of pale pink-cream fox-belly fur dubbing; long stiff blue-dun rooster hackle-fibre tails, slightly longer than the hook shank, tied straight back over the bend. The whole fly is sparse and elegant in classic Catskill proportions. Hook rides point-down: hook point facing DOWN, wings and all materials on top of the shank, on the opposite side from the point. Only one fly, hook bend and point clearly visible.",wrong,"'The fly is a ""Hendrickson (Red Quill / Light Hendrickson)""' — the prompt names two distinct patterns and then gives one body. An image model cannot draw both; this needs to be split into two flies or committed to one. | 'slim pinkish-tan dubbed body' is only the Light Hendrickson. The Red Quill's body is a stripped Rhode Island Red hackle quill — a smooth, glossy, segmented reddish-brown quill wrap. Labelling a dubbed body 'Red Quill' is a straight factual error. | 'stiff dun hackle wound around the shank behind the wings' — wrong placement. Catskill-style hackle is wound both IN FRONT OF and",high
march-brown-dry,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is an ""American March Brown"", Catskill-style dry fly. Standard straight dry-fly hook (Mustad 94840), size 10-14. From the eye back: a short length of bare thread-wrapped shank behind the eye; two upright, divided wings of barred lemon wood-duck flank fibres, wing height equal to the hook shank; a mixed collar of brown (dark ginger) and grizzly hackle wound BOTH in front of and behind the base of the wings, giving a barred brown-and-grey look; a slim fawn-tan red-fox-belly fur dubbed body, lightly ribbed with brown thread; a tail of reddish-brown dark ginger hackle fibres about one shank length, tied straight back over the bend. Sparse, classic Catskill proportions. Hook rides point-down: hook point facing DOWN, wings and all materials on top of the shank, on the opposite side from the point. Only one fly, hook bend and point clearly visible.",minor,"'upright mottled wings' is too vague and is the fly's key identifier. The American recipe specifies barred lemon wood-duck flank fibres, upright and divided into two wings. 'Mottled wings' invites an image model to draw solid mottled turkey-quill slip wings, which is a different fly. | 'brown and grizzly hackle collar' is the right mix but omits that in Catskill style the hackle is wound both in front of and behind the wings, not as a single collar in front.",medium
green-drake-extended,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is an ""Extended Body Green Drake"" in the Western olive colourway. Large standard dry-fly hook, size 8-12. From the eye back: a small thread head; a single upright post of dark grey-dun deer hair or dark poly yarn standing vertically, with a grizzly or dark dun hackle wound horizontally in flat turns around the BASE of that post, parachute style, so the hackle fibres lie parallel to the shank; an olive dubbed thorax over the hook shank; then the body continuing rearward and well past the hook bend as a slim, clearly segmented, banded olive extended body of foam or wrapped dyed deer hair, reaching about one shank length beyond the bend; three dark moose-hair tail fibres splayed at the very tip of that extended body. No collar hackle standing around the shank — all hackle is horizontal around the post. Hook rides point-down: hook point facing DOWN, post, thorax and extended body all on top of the shank, on the opposite side from the point. Only one fly, hook bend and point clearly visible.",uncertain,"'olive foam or dubbed extended body' — olive is the WESTERN green drake (Drunella grandis). The Eastern Green Drake (Ephemera guttulata) is pale cream-yellow with dark markings, and 'Green Drake' patterns sold in the East are creamy, not olive. The prompt should say which. | 'parachute hackle' is stated without a post for it to wind around, while the wing is described as 'upright dark deer-hair or synthetic wing'. Unless the prompt says the hackle winds horizontally around the base of that upright wing/post, an image model will draw a vertical collar hackle instead.",low
trico-dun,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Trico Dun"" (female). Tiny standard straight dry-fly hook, size 20-26. From the eye back: a minute thread head; a short upright wing of PALE GREY light-dun poly yarn or dun CDC standing up over the thorax — grey, not white; a noticeably bulky blackish dubbed thorax; a very slim olive thread abdomen tapering back to the bend; three fine pale tails, clearly longer than the hook shank, slightly splayed. Either no hackle at all, or a grizzly hackle trimmed flat flush underneath the shank. Hook rides point-down: hook point facing DOWN, wing and all materials on top of the shank, on the opposite side from the point. Only one fly, hook bend and point clearly visible.",wrong,"'a small upright white poly or CDC wing' — WRONG for the dun. The Trico DUN has a pale grey/light dun wing; the WHITE poly wing is the mark of the Trico SPINNER. Since this batch also contains a Trico Spinner, a white-winged dun makes the two images indistinguishable and teaches the wrong identifier. | 'split tails' — Tricorythodes has THREE tails, not two; the standard dressing uses three fine fibres, and they are long relative to this tiny body. | 'Slim black or olive thread body' treats black and olive as interchangeable. They are sex-specific: male all black, female olive abdomen with a bl",medium
trico-spinner,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Trico Spinner"" (male). Tiny standard straight dry-fly hook, size 20-26. From the eye back: a minute thread head; two white poly yarn or organza wings tied flat and fully spent, sticking straight out to each side perpendicular to the shank and lying in the horizontal plane, so in side profile they read as thin flat slivers rather than upright tufts; a noticeably bulky black dubbed thorax; a very slim black thread abdomen tapering back to the bend; three long white or pale-dun tails, well over one shank length, splayed apart. NO hackle anywhere on the fly. Hook rides point-down: hook point facing DOWN, wings and all materials on top of the shank, on the opposite side from the point. Only one fly, hook bend and point clearly visible.",minor,"'splayed tails' does not say how many or what colour — Tricos have three tails and the dressing calls for white or pale fibres, long relative to the tiny body.",medium
rusty-spinner,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Rusty Spinner"". Standard straight dry-fly hook, size 12-20. From the eye back: a small thread head; two light dun (pale grey) poly yarn wings tied flat and fully spent, sticking straight out to each side perpendicular to the shank and lying in the horizontal plane; a slightly fuller rusty cinnamon-brown dubbed thorax at the wing root; a slim rusty-brown dubbed abdomen, lightly segmented, tapering back to the bend; two pale dun Microfibett tails split into a wide V about 45 degrees apart, roughly one and a half hook lengths long. NO hackle anywhere on the fly. Hook rides point-down: hook point facing DOWN, wings and all materials on top of the shank, on the opposite side from the point. Only one fly, hook bend and point clearly visible.",minor,"'clear or white poly wings' — 'clear' is not a material in any recipe found and will push an image model toward transparent glassy or cellophane wings. The written recipes specify light dun poly yarn, with white as the common alternative. | 'split tails' without a count, length or splay angle. The recipe gives two Microfibetts, about 1.5x hook length, split to roughly 45 degrees.",high
